,Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date,s-gene_location,gene_length,protein_id,protein_length
1264,MT358666,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,USA: WA,Homo sapiens,,2020-03-31,[21531:25353](+),3822,QJC19767.1,1273
1265,MT358667,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,USA: WA,Homo sapiens,,2020-03-30,[21555:25377](+),3822,QJC19779.1,1273
1266,MT358668,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA: WA,Homo sapiens,,2020-03-31,[21532:25354](+),3822,QJC19791.1,1273
1267,MT358669,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA: WA,Homo sapiens,,2020-03-29,[21552:25374](+),3822,QJC19803.1,1273
1268,MT358670,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,USA: WA,Homo sapiens,,2020-03-31,[21526:25348](+),3822,QJC19815.1,1273
1269,MT358671,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA: WA,Homo sapiens,,2020-03-30,[21554:25376](+),3822,QJC19827.1,1273
1270,MT358672,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29832,USA: WA,Homo sapiens,,2020-03-30,[21532:25354](+),3822,QJC19839.1,1273
1271,MT358673,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,USA: CT,Homo sapiens,,2020-03-30,[21531:25353](+),3822,QJC19851.1,1273
1272,MT358674,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: WA,Homo sapiens,,2020-03-26,[21513:25335](+),3822,QJC19863.1,1273
1273,MT358675,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,USA: WA,Homo sapiens,,2020-03-26,[21560:25382](+),3822,QJC19875.1,1273
1274,MT358676,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: WA,Homo sapiens,,2020-03-26,[21513:25335](+),3822,QJC19887.1,1273
1275,MT358677,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29831,USA: WA,Homo sapiens,,2020-03-26,[21531:25353](+),3822,QJC19899.1,1273
1276,MT358678,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29832,USA: WA,Homo sapiens,,2020-03-27,[21532:25354](+),3822,QJC19911.1,1273
1277,MT358679,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29832,USA: WA,Homo sapiens,,2020-03-26,[21532:25354](+),3822,QJC19923.1,1273
1278,MT358680,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: WA,Homo sapiens,,2020-03-26,[21515:25337](+),3822,QJC19935.1,1273
1279,MT358681,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29831,USA: WA,Homo sapiens,,2020-03-26,[21531:25353](+),3822,QJC19947.1,1273
1280,MT358682,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA: WA,Homo sapiens,,2020-03-26,[21532:25354](+),3822,QJC19959.1,1273
1281,MT358683,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29832,USA: WA,Homo sapiens,,2020-03-25,[21532:25354](+),3822,QJC19971.1,1273
1282,MT358684,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29875,USA: WA,Homo sapiens,,2020-03-25,[21561:25383](+),3822,QJC19983.1,1273
1283,MT358685,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens,,2020-03-26,[21531:25353](+),3822,QJC19995.1,1273
1284,MT358686,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29808,USA: WA,Homo sapiens,,2020-03-26,[21513:25335](+),3822,QJC20007.1,1273
1285,MT358687,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,USA: WA,Homo sapiens,,2020-03-26,[21556:25378](+),3822,QJC20019.1,1273
1286,MT358688,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,USA: WA,Homo sapiens,,2020-03-26,[21549:25371](+),3822,QJC20031.1,1273
1287,MT358689,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,USA: WA,Homo sapiens,,2020-03-26,[21531:25353](+),3822,QJC20043.1,1273
1288,MT358690,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: WA,Homo sapiens,,2020-03-26,[21552:25374](+),3822,QJC20055.1,1273
1289,MT358691,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA: WA,Homo sapiens,,2020-03-27,[21533:25355](+),3822,QJC20067.1,1273
1290,MT358692,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29832,USA: WA,Homo sapiens,,2020-03-25,[21530:25352](+),3822,QJC20079.1,1273
1291,MT358693,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,USA: CT,Homo sapiens,,2020-03-25,[21532:25354](+),3822,QJC20091.1,1273
1292,MT358694,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29883,USA: WA,Homo sapiens,,2020-03-26,[21542:25364](+),3822,QJC20103.1,1273
1293,MT358695,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,USA: WA,Homo sapiens,,2020-03-26,[21556:25378](+),3822,QJC20115.1,1273
1294,MT358696,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,USA: WA,Homo sapiens,,2020-03-26,[21556:25378](+),3822,QJC20127.1,1273
1295,MT358697,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: WA,Homo sapiens,,2020-03-26,[21513:25335](+),3822,QJC20139.1,1273
1296,MT358698,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,USA: WA,Homo sapiens,,2020-03-25,[21552:25374](+),3822,QJC20151.1,1273
1297,MT358699,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,USA: WA,Homo sapiens,,2020-03-26,[21531:25353](+),3822,QJC20163.1,1273
1298,MT358700,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,USA: WA,Homo sapiens,,2020-03-26,[21549:25371](+),3822,QJC20175.1,1273
1299,MT358701,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29842,USA: WA,Homo sapiens,,2020-03-25,[21532:25354](+),3822,QJC20187.1,1273
1300,MT358702,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29889,USA: WA,Homo sapiens,,2020-03-27,[21548:25370](+),3822,QJC20199.1,1273
1301,MT358703,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,USA: ID,Homo sapiens,,2020-03-25,[21553:25375](+),3822,QJC20211.1,1273
1302,MT358704,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: ID,Homo sapiens,,2020-03-29,[21560:25382](+),3822,QJC20223.1,1273
1303,MT358705,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29910,USA: ID,Homo sapiens,,2020-03-29,[21562:25384](+),3822,QJC20235.1,1273
1304,MT358706,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,USA: WA,Homo sapiens,,2020-03-31,[21562:25384](+),3822,QJC20247.1,1273
1305,MT358707,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: WA,Homo sapiens,,2020-03-31,[21513:25335](+),3822,QJC20259.1,1273
1306,MT358708,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29720,USA: WA,Homo sapiens,,2020-03-27,[21420:25242](+),3822,QJC20271.1,1273
1307,MT358709,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA: ID,Homo sapiens,,2020-03-26,[21532:25354](+),3822,QJC20283.1,1273
1308,MT358710,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,USA: WA,Homo sapiens,,2020-03-27,[21532:25354](+),3822,QJC20295.1,1273
1309,MT358711,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,USA: WA,Homo sapiens,,2020-03-27,[21538:25360](+),3822,QJC20307.1,1273
1310,MT358712,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,USA: WA,Homo sapiens,,2020-03-27,[21531:25353](+),3822,QJC20319.1,1273
1311,MT358713,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA: WA,Homo sapiens,,2020-03-27,[21533:25355](+),3822,QJC20331.1,1273
1312,MT358714,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29826,USA: WA,Homo sapiens,,2020-03-27,[21526:25348](+),3822,QJC20343.1,1273
1313,MT358715,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: WA,Homo sapiens,,2020-03-27,[21560:25382](+),3822,QJC20355.1,1273
1314,MT358716,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29920,USA: WA,Homo sapiens,,2020-03-27,[21561:25383](+),3822,QJC20367.1,1273
1315,MT358717,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29847,USA: WA,Homo sapiens,,2020-03-27,[21548:25370](+),3822,QJC20379.1,1273
1316,MT358718,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: WA,Homo sapiens,,2020-03-27,[21562:25384](+),3822,QJC20391.1,1273
1317,MT358719,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: WA,Homo sapiens,,2020-03-27,[21555:25377](+),3822,QJC20403.1,1273
1318,MT358720,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,USA: WA,Homo sapiens,,2020-03-27,[21492:25314](+),3822,QJC20415.1,1273
1319,MT358721,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,USA: WA,Homo sapiens,,2020-03-27,[21532:25354](+),3822,QJC20427.1,1273
1320,MT358722,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA: WA,Homo sapiens,,2020-03-27,[21543:25365](+),3822,QJC20439.1,1273
1321,MT358723,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,USA: WA,Homo sapiens,,2020-03-27,[21557:25379](+),3822,QJC20451.1,1273
1322,MT358724,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,USA: WA,Homo sapiens,,2020-03-27,[21531:25353](+),3822,QJC20463.1,1273
1323,MT358725,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29826,USA: WA,Homo sapiens,,2020-03-27,[21531:25353](+),3822,QJC20475.1,1273
1324,MT358726,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,USA: WA,Homo sapiens,,2020-03-27,[21519:25341](+),3822,QJC20487.1,1273
1325,MT358727,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29651,USA: WA,Homo sapiens,,2020-03-30,[21368:25190](+),3822,QJC20499.1,1273
1326,MT358728,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA: WA,Homo sapiens,,2020-03-31,[21533:25355](+),3822,QJC20510.1,1273
1327,MT358729,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29823,USA: WA,Homo sapiens,,2020-03-31,[21515:25337](+),3822,QJC20522.1,1273
1328,MT358730,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA: WA,Homo sapiens,,2020-03-29,[21531:25353](+),3822,QJC20534.1,1273
1329,MT358731,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: WA,Homo sapiens,,2020-03-29,[21465:25287](+),3822,QJC20546.1,1273
1330,MT358732,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,USA: WA,Homo sapiens,,2020-03-29,[21513:25335](+),3822,QJC20558.1,1273
1331,MT358733,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,USA: WA,Homo sapiens,,2020-03-29,[21531:25353](+),3822,QJC20570.1,1273
1332,MT358734,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29919,USA: WA,Homo sapiens,,2020-03-29,[21562:25384](+),3822,QJC20582.1,1273
1333,MT358735,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,USA: WA,Homo sapiens,,2020-03-28,[21531:25353](+),3822,QJC20594.1,1273
1334,MT358736,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: WA,Homo sapiens,,2020-03-29,[21562:25384](+),3822,QJC20606.1,1273
1335,MT358737,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29842,USA: WA,Homo sapiens,,2020-03-28,[21528:25350](+),3822,QJC20618.1,1273
1336,MT358738,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,USA: WA,Homo sapiens,,2020-03-28,[21524:25346](+),3822,QJC20630.1,1273
1337,MT358739,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,USA: WA,Homo sapiens,,2020-03-29,[21531:25353](+),3822,QJC20642.1,1273
1338,MT358740,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29895,USA: WA,Homo sapiens,,2020-03-28,[21555:25377](+),3822,QJC20654.1,1273
1339,MT358741,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29875,USA: WA,Homo sapiens,,2020-03-29,[21548:25370](+),3822,QJC20666.1,1273
1340,MT358742,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29888,USA: WA,Homo sapiens,,2020-03-29,[21548:25370](+),3822,QJC20678.1,1273
1341,MT358743,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29877,USA: WA,Homo sapiens,,2020-04-01,[21543:25365](+),3822,QJC20690.1,1273
1342,MT358744,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,USA: WA,Homo sapiens,,2020-04-01,[21556:25378](+),3822,QJC20702.1,1273
1343,MT358745,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,USA: ID,Homo sapiens,,2020-03-29,[21507:25329](+),3822,QJC20714.1,1273
1344,MT358746,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,USA: WA,Homo sapiens,,2020-03-31,[21497:25319](+),3822,QJC20726.1,1273
1345,MT358747,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens,,2020-03-31,[21546:25368](+),3822,QJC20738.1,1273
1346,MT358748,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29878,USA: WA,Homo sapiens,,2020-03-31,[21537:25359](+),3822,QJC20750.1,1273
1347,MT359231,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3822,Serbia,Homo sapiens,,2020-04,[0:3822](+),3822,QJC21051.1,1273
1348,MT359865,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29890,Spain,Homo sapiens,oronasopharynx,2020-03-15,[21549:25371](+),3822,QJC21005.1,1273
1349,MT359866,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,Spain,Homo sapiens,oronasopharynx,2020-03-15,[21552:25374](+),3822,QJC21017.1,1273
1350,MT350234,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1047,China: Nanchang,Homo sapiens,,2020-01,,,,
1351,MT350236,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA: VA,Homo sapiens,,2020-03,[21524:25346](+),3822,QJA41985.1,1273
1352,MT350237,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,USA: VA,Homo sapiens,,2020-03,[21525:25347](+),3822,QJA41997.1,1273
1353,MT350238,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29826,USA: VA,Homo sapiens,,2020-03,[21527:25349](+),3822,QJA42009.1,1273
1354,MT350239,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,USA: VA,Homo sapiens,,2020-03,[21556:25378](+),3822,QJA42021.1,1273
1355,MT350240,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: VA,Homo sapiens,,2020-03,[21558:25380](+),3822,QJA42033.1,1273
1356,MT350241,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,USA: VA,Homo sapiens,,2020-03,[21558:25380](+),3822,QJA42045.1,1273
1357,MT350242,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA: VA,Homo sapiens,,2020-03,[21524:25346](+),3822,QJA42057.1,1273
1358,MT350243,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,USA: VA,Homo sapiens,,2020-03,[21556:25378](+),3822,QJA42069.1,1273
1359,MT350244,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,USA: VA,Homo sapiens,,2020-03,[21562:25384](+),3822,QJA42081.1,1273
1360,MT350245,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,USA: VA,Homo sapiens,,2020-03,[21556:25378](+),3822,QJA42093.1,1273
1361,MT350246,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,USA: VA,Homo sapiens,,2020-04,[21556:25378](+),3822,QJA42105.1,1273
1362,MT350247,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29883,USA: VA,Homo sapiens,,2020-03,[21542:25364](+),3822,QJA42117.1,1273
1363,MT350248,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA: VA,Homo sapiens,,2020-03,[21524:25346](+),3822,QJA42129.1,1273
1364,MT350249,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,USA: VA,Homo sapiens,,2020-03,[21550:25372](+),3822,QJA42141.1,1273
1365,MT350250,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA: VA,Homo sapiens,,2020-03,[21559:25381](+),3822,QJA42153.1,1273
1366,MT350251,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29887,USA: VA,Homo sapiens,,2020-03,[21546:25368](+),3822,QJA42165.1,1273
1367,MT350252,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29894,USA: VA,Homo sapiens,,2020-03,[21553:25375](+),3822,QJA42177.1,1273
1368,MT350253,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: VA,Homo sapiens,,2020-04,[21558:25380](+),3822,QJA42189.1,1273
1369,MT350254,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA: VA,Homo sapiens,,2020-04,[21561:25383](+),3822,QJA42201.1,1273
1370,MT350255,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: VA,Homo sapiens,,2020-04,[21558:25380](+),3822,QJA42213.1,1273
1371,MT350256,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA: VA,Homo sapiens,,2020-04,[21540:25362](+),3822,QJA42225.1,1273
1372,MT350257,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,USA: VA,Homo sapiens,,2020-04,[21556:25378](+),3822,QJA42237.1,1273
1373,MT350263,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,oronasopharynx,2020-03-19,[21562:25384](+),3822,QJA41653.1,1273
1374,MT350264,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,oronasopharynx,2020-03-19,[21562:25384](+),3822,QJA41665.1,1273
1375,MT350265,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,oronasopharynx,2020-03-19,[21562:25384](+),3822,QJA41677.1,1273
1376,MT350266,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,oronasopharynx,2020-03-19,[21562:25384](+),3822,QJA41689.1,1273
1377,MT350267,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,oronasopharynx,2020-03-19,[21562:25384](+),3822,QJA41701.1,1273
1378,MT350268,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,oronasopharynx,2020-03-19,[21562:25384](+),3822,QJA41713.1,1273
1379,MT350269,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,oronasopharynx,2020-03-20,[21562:25384](+),3822,QJA41725.1,1273
1380,MT350270,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,oronasopharynx,2020-03-19,[21562:25384](+),3822,QJA41737.1,1273
1381,MT350271,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,oronasopharynx,2020-03-20,[21562:25384](+),3822,QJA41749.1,1273
1382,MT350272,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,oronasopharynx,2020-03-19,[21562:25384](+),3822,QJA41761.1,1273
